優先,id,category,探す商品,価格帯,指標,用途,url
A,escape-room-kit,体験・遊び,自宅でできる謎解き・脱出ゲームキット,3000-8000,N;P,gift,https://www.amazon.co.jp/%E3%82%B3%E3%82%B6%E3%82%A4%E3%82%AF-cosaic-ESCALOGUE-%E3%82%A2%E3%83%AA%E3%82%B9%E3%81%A8%E8%AC%8E%E3%81%A8%E3%81%8F%E3%82%89%E3%82%84%E3%81%BF%E3%81%AE%E7%89%A9%E8%AA%9E/dp/B07FMM4FS7?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=33P1X7XGSZTPL&dib=eyJ2IjoiMSJ9.kwRMl2pINtIZ5v17zrptmuQJdjvmP-T0cJy6of69UUxFDOURsSKvHTXYwB6l_Jd4yIweUVqLrqfecxqN_S3YZWmamVK0xqMfs7UoEdZG9pY.TbLRbhioeoo-0foW9KpWD2w1yfuI8Yn-H9QbHU9IUi4&dib_tag=se&keywords=%E8%87%AA%E5%AE%85%E3%81%A7%E3%81%A7%E3%81%8D%E3%82%8B%E8%AC%8E%E8%A7%A3%E3%81%8D%E3%83%BB%E8%84%B1%E5%87%BA%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%AD%E3%83%83%E3%83%88&qid=1785904903&refinements=p_72%3A82441051&rnid=82439051&sprefix=%E8%87%AA%E5%AE%85%E3%81%A7%E3%81%A7%E3%81%8D%E3%82%8B%E8%AC%8E%E8%A7%A3%E3%81%8D%2B%E8%84%B1%E5%87%BA%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%AD%E3%83%83%E3%83%88%2Caps%2C223&sr=8-3&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&th=1&linkCode=ll2&tag=soleon-22&linkId=cb47c2f87dc8812a26e86881cfd48ef4&ref_=as_li_ss_tl
A,art-poster,本・知的好奇心,アートポスター・額装できるプリント,4000-10000,N;F,gift,https://www.amazon.co.jp/%E3%82%A2%E3%83%BC%E3%83%88%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC-%E3%83%90%E3%83%B3%E3%82%AF%E3%82%B7%E3%83%BC-%E9%A2%A8%E8%88%B9%E3%81%A8%E5%B0%91%E5%A5%B3-%E3%82%A6%E3%82%A9%E3%83%BC%E3%83%AB%E3%82%A2%E3%83%BC%E3%83%88%E3%83%91%E3%83%8D%E3%83%AB-30X40cm/dp/B09VCD2NVP?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2BDNJKQLDDT0P&dib=eyJ2IjoiMSJ9.LHPZT2npiKl2rDyBwSo6IfJqKM87xA7jwJoeCt8oI9Tc6LxfalH9mHADVnwVJc1v53nXG2U4G9nhWpSAVmXMkrakfFlo4XPs9pN9QbVnS5gvzBPVXhs90art7Uecy9h_v3f57tMDGnCK_Y0_8sVoifVLWFBrncceyU2FhgsYx629ciIiNHdDz2OxwTAOG-VnHG6qDE76xs020k7gnGs9ZxYCuuyxB2ULWbwDplULQorYVsLgZytsb-MCDvl70zjS_UTiiPPTb549kN0T_XvVCQ6wDGy_u-qxqJaRBv2MMog.Egg46A06FaFMAnO14NEK8IoU7Dt4vDB_gYmzFYyuJBY&dib_tag=se&keywords=%E3%82%A2%E3%83%BC%E3%83%88%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%BB%E9%A1%8D%E8%A3%85%E3%81%A7%E3%81%8D%E3%82%8B%E3%83%97%E3%83%AA%E3%83%B3%E3%83%88&qid=1785904933&refinements=p_72%3A82417051&rnid=82415051&sprefix=%E3%82%A2%E3%83%BC%E3%83%88%E3%83%9D%E3%82%B9%E3%82%BF%E3%83%BC%2B%E9%A1%8D%E8%A3%85%E3%81%A7%E3%81%8D%E3%82%8B%E3%83%97%E3%83%AA%E3%83%B3%E3%83%88%2Caps%2C212&sr=8-24&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&th=1&linkCode=ll2&tag=soleon-22&linkId=9a89df66203e406a26dfe15a64c0b007&ref_=as_li_ss_tl
A,essay-book-set,本・知的好奇心,エッセイ・詩集などの読み物,3000-6000,N;F,gift,https://www.amazon.co.jp/%E3%83%93%E3%83%BC%E3%83%88%E3%83%AB%E3%82%BA%E5%85%A8%E8%A9%A9%E9%9B%86-%E5%86%85%E7%94%B0-%E4%B9%85%E7%BE%8E%E5%AD%90/dp/4401616634?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=OXY7OP0SRVCG&dib=eyJ2IjoiMSJ9.UasrRYoAthRc8O0pBKerWyPfG3sSOcw0ChdJEcQ-cCCAAyYpPXb-ineFuXkFLgp36bJ1_6AztuC_2nk2wgdARCI6FocAgFT-cqJL7FWUHep7viSVC7xgVxsQB3GYAJZnFjruRUQXH0ig6YhsuZOIjw.Yt-WcyTn9VZhHcswRZBmOQHPtHO2IsmOpNlEAiBh9II&dib_tag=se&keywords=%E3%82%A8%E3%83%83%E3%82%BB%E3%82%A4%E3%83%BB%E8%A9%A9%E9%9B%86%E3%81%AA%E3%81%A9%E3%81%AE%E8%AA%AD%E3%81%BF%E7%89%A9&qid=1785905052&sprefix=%E3%82%A8%E3%83%83%E3%82%BB%E3%82%A4+%E8%A9%A9%E9%9B%86%E3%81%AA%E3%81%A9%E3%81%AE%E8%AA%AD%E3%81%BF%E7%89%A9%2Caps%2C309&sr=8-1&linkCode=ll2&tag=soleon-22&linkId=049fce3b8a9e67c64f89df6f8a40f7db&ref_=as_li_ss_tl
A,star-projector,本・知的好奇心,家庭用プラネタリウム・星空プロジェクター,5000-15000,N;F,gift,https://www.amazon.co.jp/POCOCO-%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC%E3%83%A9%E3%82%A4%E3%83%88-5K%E8%B6%85%E9%AB%98%E9%80%8F%E9%81%8E%E3%83%AC%E3%83%B3%E3%82%BA%EF%BC%8895-%EF%BC%89%EF%BC%86200%E4%B8%87%E7%94%BB%E7%B4%A0%E5%9B%9E%E8%BB%A2%E3%83%87%E3%82%A3%E3%82%B9%E3%82%AF-%E4%BA%A4%E6%8F%9B%E5%8F%AF%E8%83%BD%E3%81%AA%E5%85%89%E5%AD%A6%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0%E3%83%87%E3%82%A3%E3%82%B9%E3%82%AF%E4%BB%98%E3%81%8D-%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88/dp/B0FFGN8XPZ?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=121KSM2M6XO2M&dib=eyJ2IjoiMSJ9.vCgK1DXJAd4_gnuZrW8Gu-lUX801oKygN6MHX27Z26MZhhho5FGME3wK-RlTFdwPuTmrgyHyjDEolAe1-rYTpvbkv7SS9XABu7XI4hc8_p8muwryhj_wLBoFHA90-peN6zXpcL37ZhvIzeYzhXDxf5PTSipti0d-kTRfwSj50iQhAOjPCQNuicVeFgkgZHdSVY0rjhTWipLOW8r9RaRZ_vNBqUuCgMo-Isjn9pbHCeYmVry1pLay4_Rn4XhyKuSPh_K2XGzNvnUxFjvTVWl7dRDEHcVuF0mqleFMdZhKxnA.SpR07fViDHFpLNp3bnQcgXLTToHYJRll2KZSTojAY8k&dib_tag=se&keywords=%E5%AE%B6%E5%BA%AD%E7%94%A8%E3%83%97%E3%83%A9%E3%83%8D%E3%82%BF%E3%83%AA%E3%82%A6%E3%83%A0%E3%83%BB%E6%98%9F%E7%A9%BA%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC&qid=1785905086&refinements=p_72%3A82417051&rnid=82415051&sprefix=%E5%AE%B6%E5%BA%AD%E7%94%A8%E3%83%97%E3%83%A9%E3%83%8D%E3%82%BF%E3%83%AA%E3%82%A6%E3%83%A0%2B%E6%98%9F%E7%A9%BA%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC%2Caps%2C224&sr=8-4-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=ddf447533c2bde1ba1fe9a1b44e60876&ref_=as_li_ss_tl
A,board-game,体験・遊び,2〜4人で遊べるボードゲーム,4000-8000,E;P,gift,https://www.amazon.co.jp/GP-4543471004512-%E3%82%B8%E3%83%BC%E3%83%94%E3%83%BC-%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%80%E3%83%BC%E3%83%89%E7%89%88-2026%E5%B9%B4%E7%89%88/dp/B0GNLZX2DJ?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=12R8ZLM0V4ZKY&dib=eyJ2IjoiMSJ9.l-kLiCgAhm5nedb99wjqEIrTkp2TOHWX1iqXnn9cUKOV7WhGADDGxjNTEbETNe1L-KK1NohgwYhxCU3ZuoFREYAGwDokXzHnwV9_hs_PFdKfHBo7nf3zq0wjYYS2FmzQBFXVJc_ytEdWHupaHjxAP0D1HQExI8s_0jJwJ2fNM3T1DsNYO-sXM-sGeKsgiO04XHe0Oxlq_qeRvEs7VAF5Npls9Veu0dPLQY_6yd30UI9XZqFvctfFFszRh_9xos5L4nOE_5dg55HlFIKz31OvB6HplNtz1bv9rfB_2R8RtI4.Zsnfnhdelu068uUx2hnsdwABGbVBVichP70QDCqUH3g&dib_tag=se&keywords=2%E3%80%9C4%E4%BA%BA%E3%81%A7%E9%81%8A%E3%81%B9%E3%82%8B%E3%83%9C%E3%83%BC%E3%83%89%E3%82%B2%E3%83%BC%E3%83%A0&qid=1785905115&refinements=p_72%3A82441051&rnid=82439051&sprefix=2+4%E4%BA%BA%E3%81%A7%E9%81%8A%E3%81%B9%E3%82%8B%E3%83%9C%E3%83%BC%E3%83%89%E3%82%B2%E3%83%BC%E3%83%A0%2Caps%2C252&sr=8-2-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1&linkCode=ll2&tag=soleon-22&linkId=d506eb2c6bc962a913d55f251d655f3e&ref_=as_li_ss_tl
A,party-card-game,体験・遊び,大人数で遊べるカードゲーム・パーティーゲーム,3000-6000,E;P,gift,https://www.amazon.co.jp/MottainaiGames-%E3%80%90%E5%AE%9A%E6%99%82%E9%80%80%E7%A4%BE%E3%80%91-%E3%80%9C%E6%88%A6%E7%95%A5%E5%9E%8B%E3%83%90%E3%83%90%E6%8A%9C%E3%81%8D%E3%80%9C-%E3%83%9C%E3%83%BC%E3%83%89%E3%82%B2%E3%83%BC%E3%83%A0-%E3%82%AB%E3%83%BC%E3%83%89%E3%82%B2%E3%83%BC%E3%83%A0/dp/B0H2ZV2QBJ?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=25XO7ER3ZEDXC&dib=eyJ2IjoiMSJ9.ardWJSZHxAZDETPGDHuZL18Gl0I0dLssKJ75lLdTf5iH8ZOIo6-gjs3Avo8pCimEN4M0Ps1H3cNbqzYTHP9lhxXEu--nlL8MjaINQvDEcmpztuuk2LeXDU8ejZadc_D869Kou_jUmvGnq4qPbHiIv380jvw3TJ8KfjPRtF0XSVREzSqUR4DVesdVxzwOHJUG8YGrdG15E3BgjIK378zOkSWVTZ5lPUZLpY-hiGQYRK77akhKfYYgn_ysCCifPiLx54gg5cptRs_NeLjg44znkAIDWF9-9ALDltEPx4QzqjE.BB7uJ0bpYzI1dQsmxO3pxY9hAVyf2N671vdOx7BYliI&dib_tag=se&keywords=%E5%A4%A7%E4%BA%BA%E6%95%B0%E3%81%A7%E9%81%8A%E3%81%B9%E3%82%8B%E3%82%AB%E3%83%BC%E3%83%89%E3%82%B2%E3%83%BC%E3%83%A0%E3%83%BB%E3%83%91%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC%E3%82%B2%E3%83%BC%E3%83%A0&qid=1785905196&refinements=p_72%3A82441051&rnid=82439051&sprefix=%E5%A4%A7%E4%BA%BA%E6%95%B0%E3%81%A7%E9%81%8A%E3%81%B9%E3%82%8B%E3%82%AB%E3%83%BC%E3%83%89%E3%82%B2%E3%83%BC%E3%83%A0+%E3%83%91%E3%83%BC%E3%83%86%E3%82%A3%E3%83%BC%E3%82%B2%E3%83%BC%E3%83%A0%2Caps%2C198&sr=8-6&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&linkCode=ll2&tag=soleon-22&linkId=20eb391d3fc436fb8eabbed90c2ab0f1&ref_=as_li_ss_tl
A,travel-gear,体験・遊び,旅行小物のセット（パッキングキューブ・軽量ボトルなど）,3000-8000,E;P,gift;self,https://www.amazon.co.jp/INSFIT-%E3%82%B7%E3%83%AA%E3%82%B3%E3%83%BC%E3%83%B3%E6%97%85%E8%A1%8C%E7%94%A8%E3%83%9C%E3%83%88%E3%83%AB%E3%82%BB%E3%83%83%E3%83%88-%E6%97%85%E8%A1%8C%E7%94%A8%E3%83%88%E3%82%A4%E3%83%AC%E3%82%BF%E3%83%AA%E3%83%BC-%E7%B5%9E%E3%82%8A%E5%87%BA%E3%81%97%E5%8F%AF%E8%83%BD%E3%81%AA%E3%82%B7%E3%83%AA%E3%82%B3%E3%83%BC%E3%83%B3%E3%83%81%E3%83%A5%E3%83%BC%E3%83%96-%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC%E3%83%BB%E3%82%B3%E3%83%B3%E3%83%87%E3%82%A3%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%BC%E3%83%BB%E3%83%AD%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E3%83%BB%E7%9F%B3%E9%B9%B8%E7%94%A8/dp/B0DJ8G59KY?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3QJAFY2UEOEUL&dib=eyJ2IjoiMSJ9.hUfEhSqM1CqUHOvZYmIuyu-NyUgxQ-Fj3uJQuN1Vumkt1jNwxNcOynNRwESDLPjbOskMiJR8f_EnE8DTSBHLReohOHc52Xlz7gHAjn9CK1BNG3sNsANde0Y1jzJouT94YUvJYSzN38RjyrqavHkDISKrZXDdDy0T2OJv3rvP2XJaXBk8JwO9GLS-FtiKQjaKtlenFj1CNjmg3u6DDYHs0CmzYNsdL9C3AyEYXhWugM6-Xec7d4HKXbnrnATV_YWrsp0a3TvxoKup82q9Q87soYOl0QJYAo6VdNR7Iu3wHh4.vfV1ak1lQxlBSMvPpiETaL1EV0KNldX644VCXXXmNrg&dib_tag=se&keywords=%E6%97%85%E8%A1%8C%E5%B0%8F%E7%89%A9%E3%81%AE%E3%82%BB%E3%83%83%E3%83%88%EF%BC%88%E3%83%91%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%96%E3%83%BB%E8%BB%BD%E9%87%8F%E3%83%9C%E3%83%88%E3%83%AB%E3%81%AA%E3%81%A9%EF%BC%89&qid=1785905226&refinements=p_72%3A2250897051&rnid=2250896051&sprefix=%E6%97%85%E8%A1%8C%E5%B0%8F%E7%89%A9%E3%81%AE%E3%82%BB%E3%83%83%E3%83%88%2B%E3%83%91%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%96%2B%E8%BB%BD%E9%87%8F%E3%83%9C%E3%83%88%E3%83%AB%E3%81%AA%E3%81%A9%2B%2Caps%2C209&sr=8-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=83441b6919d25a35a8664b3aa56611bb&ref_=as_li_ss_tl
A,instant-camera,体験・遊び,インスタントカメラ（その場で印刷できるもの）,10000-18000,E;P,gift,https://www.amazon.co.jp/KODAK-Retro-4PASS-1%E3%82%A4%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88%E3%82%AB%E3%83%A1%E3%83%A9%EF%BC%86%E3%83%95%E3%82%A9%E3%83%88%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BF%E3%83%BC-%EF%BC%8B68%E6%9E%9A%E3%83%90%E3%83%B3%E3%83%89%E3%83%AB/dp/B088PQR3YL?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3IDYE9OV5TPA3&dib=eyJ2IjoiMSJ9.dXpRe7QejHQa7b8-EIA91PQ3KVhIePbFlihxCDeOK1loHrADk3uj44qmTCx1LM6Biqaz12eTgFepZuCfwDjYuZm-lrj5qM0K4sQZmDEvQ-6GpRvK-Un5B8A4Daph6ZUC63ISQA94pcYKnaMVIEGP4NRI0pu2bnKKyF9gAYkUj-8qrspfnx_u5zhFv2tR7XUCcZWrG0R3ZmxZ98dVG0ufXuOdNjGDVEQ1ht6GBuSf-mA7QGIwS0kBIlzKXiyFveAgORnq97o5xKKxuMMZgvfTxl_ffzmpVO8i0ZT3_VSoqBE.d_SQHQ7Vmnttqyh4UnFkAsAQOqsqpOfY657msrlqkkY&dib_tag=se&keywords=%E3%82%A4%E3%83%B3%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%88%E3%82%AB%E3%83%A1%E3%83%A9%EF%BC%88%E3%81%9D%E3%81%AE%E5%A0%B4%E3%81%A7%E5%8D%B0%E5%88%B7%E3%81%A7%E3%81%8D%E3%82%8B%E3%82%82%E3%81%AE%EF%BC%89&qid=1785905283&refinements=p_72%3A82399051&rnid=82397051&sprefix=%E6%97%85%E8%A1%8C%E5%B0%8F%E7%89%A9%E3%81%AE%E3%82%BB%E3%83%83%E3%83%88%2B%E3%83%91%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0%E3%82%AD%E3%83%A5%E3%83%BC%E3%83%96%2B%E8%BB%BD%E9%87%8F%E3%83%9C%E3%83%88%E3%83%AB%E3%81%AA%E3%81%A9%2B%2Caps%2C224&sr=8-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&smid=A2JLGFLKJ3C4BB&th=1&linkCode=ll2&tag=soleon-22&linkId=212959fae39f652b8f89902c6591e479&ref_=as_li_ss_tl
A,portable-speaker,体験・遊び,防水のポータブルスピーカー,5000-15000,E;P,gift,https://www.amazon.co.jp/Anker-SoundCore-%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF-USB-Type-C%E5%85%85%E9%9B%BB%E3%80%90%E5%B0%8F%E5%9E%8BBluetooth%E3%82%B9%E3%83%94%E3%83%BC%E3%82%AB%E3%83%BC%E3%80%91/dp/B01NAVANRX?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2CYNTUIZ3P9V0&dib=eyJ2IjoiMSJ9.gwNlMiFWct5zDXzlilabCPRbj6b9Ow63QSSRQmpUmGnYSI4MqB54hWTcyaw_V5MsoDJoXJLaT2RTSMk1K74LunfZ3Ohz5VN2bWJIr1yxY2pn-w5Hfz8QTovBW9yC10J3ycVEson2BTGIqJsltGNheyq6pxWGS2qBLbxXga_WJVhDovbzvy2I67oXk3Tqipje7GmtAtDyGBZuSJ_Y9zYJxHL3lxCzkzfGURGXVlGllcANEHwQDbI_m4vAydz61XfPhw7FhsxS1ksk53ciDh2xkZMvYzxuE05J9jLt91NzYmM.bJ1YHpbzmTzkF-PGGnjYz2JGM-q2vHK3yGMGq_k5XUE&dib_tag=se&keywords=%E9%98%B2%E6%B0%B4%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%96%E3%83%AB%E3%82%B9%E3%83%94%E3%83%BC%E3%82%AB%E3%83%BC&qid=1785905354&refinements=p_72%3A82399051&rnid=82397051&sprefix=%E9%98%B2%E6%B0%B4%E3%81%AE%E3%83%9D%E3%83%BC%E3%82%BF%E3%83%96%E3%83%AB%E3%82%B9%E3%83%94%E3%83%BC%E3%82%AB%E3%83%BC%2Caps%2C205&sr=8-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=04894b114fc3bd958875cba669fe1072&ref_=as_li_ss_tl
A,open-ear-earphone,集中・一人時間,オープンイヤー型（ながら聴き）イヤホン,8000-18000,E;P,self,https://www.amazon.co.jp/OpenDots-%E3%83%AF%E3%82%A4%E3%83%A4%E3%83%AC%E3%82%B9%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3-%E5%90%88%E8%A8%8840%E6%99%82%E9%96%93%E5%86%8D%E7%94%9F-Bluetooth-%E3%83%9E%E3%83%AB%E3%83%81%E3%83%9D%E3%82%A4%E3%83%B3%E3%83%88%E6%8E%A5%E7%B6%9A/dp/B0DW3S2V9F?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=19ZD9MEDIPS35&dib=eyJ2IjoiMSJ9.N_EnD2pizu_HNmRS4NHgRGcs3mR7UqfIiFW1pmIMHlH4Hmu-2atmxAPoqoQQUWDUrp7-rW8muPJZcmGrYt15CVemfrCw8O6NZMgfSnzSvBNk2RZOXDF7DPJp9kCUvoPgYBkXZtFeWKQxLROZJGrdf6s0LzbKdp45urX726EzEyGiNCLS3vhf7EW2Uw1AduK2ujYSXftoqFlArkUONcPSU4BJTpQ6XJUNEwoYDXpgonMgQLcvhrcZQ4pGCh01_vYDPEkkLODDjvB6RZCHxwdi3UarCYrrlIfUBP6QhjJVFyI.nHkylXtArlCUWaQqVPskAqrgwotamsyQ3VMJRRJXejU&dib_tag=se&keywords=%E3%82%AA%E3%83%BC%E3%83%97%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E5%9E%8B%EF%BC%88%E3%81%AA%E3%81%8C%E3%82%89%E8%81%B4%E3%81%8D%EF%BC%89%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3&qid=1785905375&refinements=p_72%3A82399051&rnid=82397051&sprefix=%E3%82%AA%E3%83%BC%E3%83%97%E3%83%B3%E3%82%A4%E3%83%A4%E3%83%BC%E5%9E%8B%2B%E3%81%AA%E3%81%8C%E3%82%89%E8%81%B4%E3%81%8D%2B%E3%82%A4%E3%83%A4%E3%83%9B%E3%83%B3%2Caps%2C220&sr=8-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=919eac519465197a23aa356685deddf6&ref_=as_li_ss_tl
A,name-engraved-gift,見た目・身につけるもの,名入れができるギフト（ペン・タンブラーなど）,4000-10000,E;F,gift,https://www.amazon.co.jp/%E3%81%8D%E3%81%96%E3%82%80-%E3%82%B9%E3%83%86%E3%83%B3%E3%83%AC%E3%82%B9-%E3%82%BF%E3%83%B3%E3%83%96%E3%83%A9%E3%83%BC-420ml-%E8%8A%B1%E3%83%95%E3%83%AC%E3%83%BC%E3%83%A0/dp/B06X96L2N3?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1UU2QQ0SYRSGR&dib=eyJ2IjoiMSJ9.orbq9wjzdYpnMBc0zpYZQ84Thkj-DJLerenOV1ubJpdA6G2CaH9IiTjXePFwv4i-6jrWD3TeppeCaz1K2vrntS2BZ6x2mrZkfB2XD2Vxpsm9unwRHMH0_4p9LfWQUXevC75ujPOvOIfQHzhtrBycxZGWWJcisjI2j2WEi1-fakpa2pr1ajuQe4QF8C4WI7x9pnnGIBwQjP7ks36GbZBRpA007kqbDf1g_qF2R5MTn4wRNkXl8MfjHbSlY4I6T1rGL-g8DFbnxOS2ugdHgy188qicViv6Q4oCYrHtUzbt6cU.wQLbPZu3VXde9Hrsw8EGWx97XZjLI2FriVbje5TkxlM&dib_tag=se&keywords=%E5%90%8D%E5%85%A5%E3%82%8C%E3%81%8C%E3%81%A7%E3%81%8D%E3%82%8B%E3%82%AE%E3%83%95%E3%83%88%EF%BC%88%E3%83%9A%E3%83%B3%E3%83%BB%E3%82%BF%E3%83%B3%E3%83%96%E3%83%A9%E3%83%BC%E3%81%AA%E3%81%A9%EF%BC%89&qid=1785905402&refinements=p_72%3A82417051&rnid=82415051&sprefix=%E5%90%8D%E5%85%A5%E3%82%8C%E3%81%8C%E3%81%A7%E3%81%8D%E3%82%8B%E3%82%AE%E3%83%95%E3%83%88%2B%E3%83%9A%E3%83%B3%2B%E3%82%BF%E3%83%B3%E3%83%96%E3%83%A9%E3%83%BC%E3%81%AA%E3%81%A9%2B%2Caps%2C219&sr=8-3-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=1dafc6bbe38c498135bbad4d4192a3d7&ref_=as_li_ss_tl
A,hot-plate,キッチン・食,ホットプレート・たこ焼き器。複数人で囲めるもの,8000-15000,E;S,gift,https://www.amazon.co.jp/BRUNO-%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%83%9B%E3%83%83%E3%83%88%E3%83%97%E3%83%AC%E3%83%BC%E3%83%88-BOE-21-%E3%83%8D%E3%82%A4%E3%83%93%E3%83%BC/dp/B07CPM1XBY?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=DY0TVZZ37PC1&dib=eyJ2IjoiMSJ9.ehtTBHl3ZXPdYNO2Q_R2lWg1lI_Zx_mY3WDhxPVL5rpBXyJa9TjZ2oHPsapm2bzT4iOVea_Oh12eQUkmJ5ht1anVTaVGcvPZyyoDUV1YQZkq9AkVLgtTlOKyPfLecpae9u0ZPgrd2IxLhbpcn0oYUXCbYlysuXYqoPsxPvFkrIo_Oc_J9q7M6XSLOKK6umpRM0WF0Ku7rRd-9BtrK_dcF3GeqX9jvDYs_indx2QxT7ed7a4HhKqfiYyAMWMxVKC44bYPlzviICxB3uP4UnfvNocPme-3XjQjn21X6de2Sx0.rfBedj0ABmmQQ5Ueqt84PsXINxdwvxTa-3x1lfhc9M0&dib_tag=se&keywords=%E3%83%9B%E3%83%83%E3%83%88%E3%83%97%E3%83%AC%E3%83%BC%E3%83%88%E3%83%BB%E3%81%9F%E3%81%93%E7%84%BC%E3%81%8D%E5%99%A8%E3%80%82%E8%A4%87%E6%95%B0%E4%BA%BA%E3%81%A7%E5%9B%B2%E3%82%81%E3%82%8B%E3%82%82%E3%81%AE&qid=1785905456&refinements=p_72%3A82417051&rnid=82415051&sprefix=%E3%83%9B%E3%83%83%E3%83%88%E3%83%97%E3%83%AC%E3%83%BC%E3%83%88%2B%E3%81%9F%E3%81%93%E7%84%BC%E3%81%8D%E5%99%A8%2B%E8%A4%87%E6%95%B0%E4%BA%BA%E3%81%A7%E5%9B%B2%E3%82%81%E3%82%8B%E3%82%82%E3%81%AE%2Caps%2C212&sr=8-1-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=12e8e2a408c102d282cab3dba0ba2fb4&ref_=as_li_ss_tl
